1.000000000000000000e+02,1.500000000000000000e+02,5.000000000000000000e+01,2.821367179999999735e+02,2.321367219999999918e+02,4.106835800000000347e+01,1.488033859999999891e+02,2.988033879999999840e+02,1.744016940000000204e+02
9.600000000000000000e+01,1.520000000000000000e+02,5.200000000000000000e+01,2.762869620000000168e+02,2.383321219999999983e+02,4.541400199999999643e+01,1.381767240000000072e+02,3.048818320000000313e+02,1.738534760000000006e+02
9.200000000000000000e+01,1.540000000000000000e+02,5.400000000000000000e+01,2.702806860000000029e+02,2.445358299999999758e+02,4.961143599999999765e+01,1.275188780000000008e+02,3.107348779999999806e+02,1.730486760000000004e+02
8.799999999999998579e+01,1.560000000000000000e+02,5.600000000000000711e+01,2.641214099999999689e+02,2.507404740000000061e+02,5.365680400000000816e+01,1.168415299999999775e+02,3.163557660000000169e+02,1.719922160000000133e+02
8.400000000000001421e+01,1.580000000000000000e+02,5.799999999999999289e+01,2.578129220000000146e+02,2.569386739999999918e+02,5.754651799999999184e+01,1.061563920000000110e+02,3.217381460000000288e+02,1.706894580000000019e+02
8.000000000000000000e+01,1.600000000000000000e+02,6.000000000000000000e+01,2.513592720000000043e+02,2.631230679999999893e+02,6.127726200000000034e+01,9.547519400000000189e+01,3.268760819999999967e+02,1.691461959999999749e+02
7.600000000000000000e+01,1.620000000000000000e+02,6.200000000000000000e+01,2.447647640000000138e+02,2.692863140000000044e+02,6.484600000000000364e+01,8.480965600000000393e+01,3.317640700000000038e+02,1.673686439999999891e+02
7.200000000000000000e+01,1.640000000000000000e+02,6.400000000000000000e+01,2.380339500000000044e+02,2.754211080000000038e+02,6.824997999999999365e+01,7.417147199999999430e+01,3.363970419999999990e+02,1.653634319999999889e+02
6.800000000000000000e+01,1.660000000000000000e+02,6.600000000000000000e+01,2.311716219999999851e+02,2.815201959999999985e+02,7.148673999999999751e+01,6.357228599999999830e+01,3.407703799999999887e+02,1.631375840000000039e+02
6.399999999999999289e+01,1.680000000000000000e+02,6.800000000000000000e+01,2.241828000000000145e+02,2.875763880000000086e+02,7.455410999999999433e+01,5.302367799999998965e+01,3.448799199999999701e+02,1.606985159999999837e+02
6.000000000000000711e+01,1.700000000000000000e+02,7.000000000000000000e+01,2.170727280000000121e+02,2.935825659999999857e+02,7.745021599999999751e+01,4.253713400000000888e+01,3.487219619999999622e+02,1.580540139999999951e+02
5.600000000000000711e+01,1.720000000000000000e+02,7.200000000000000000e+01,2.098468619999999873e+02,2.995317039999999906e+02,8.017348799999999187e+01,3.212403400000000886e+01,3.522932739999999967e+02,1.552122259999999869e+02
5.200000000000000000e+01,1.740000000000000000e+02,7.400000000000000000e+01,2.025108620000000030e+02,3.054168720000000121e+02,8.272265600000000063e+01,2.179562999999999562e+01,3.555910979999999881e+02,1.521816460000000006e+02
4.800000000000000000e+01,1.760000000000000000e+02,7.600000000000000000e+01,1.950705780000000118e+02,3.112312560000000303e+02,8.509675599999999918e+01,1.156302399999999864e+01,3.586131579999999985e+02,1.489711000000000070e+02
4.399999999999999289e+01,1.780000000000000000e+02,7.800000000000000000e+01,1.875320480000000032e+02,3.169681620000000066e+02,8.729513199999999529e+01,1.437149999999988381e+00,3.613576620000000048e+02,1.455897300000000030e+02
3.999999999999999289e+01,1.800000000000000000e+02,8.000000000000000000e+01,1.799014779999999973e+02,3.226210360000000037e+02,8.931743600000000072e+01,-8.571246000000009246e+00,3.638233040000000074e+02,1.420469760000000008e+02
3.600000000000000711e+01,1.820000000000000000e+02,8.200000000000000000e+01,1.721852379999999982e+02,3.281834699999999998e+02,9.116362999999999772e+01,-1.845162199999999331e+01,3.660092660000000251e+02,1.383525619999999776e+02
3.200000000000000711e+01,1.840000000000000000e+02,8.400000000000000000e+01,1.643898480000000006e+02,3.336492120000000341e+02,9.283398400000000095e+01,-2.819366199999999623e+01,3.679152219999999716e+02,1.345164760000000115e+02
2.800000000000000355e+01,1.860000000000000000e+02,8.600000000000000000e+01,1.565219660000000204e+02,3.390121840000000475e+02,9.432907400000000564e+01,-3.778729400000000282e+01,3.695413360000000011e+02,1.305489599999999939e+02
2.400000000000000000e+01,1.880000000000000000e+02,8.800000000000000000e+01,1.485883780000000058e+02,3.442664859999999862e+02,9.564978800000000092e+01,-4.722270400000000734e+01,3.708882660000000442e+02,1.264604800000000040e+02
1.999999999999999645e+01,1.900000000000000000e+02,9.000000000000000000e+01,1.405959839999999872e+02,3.494064079999999990e+02,9.679731599999999503e+01,-5.649035600000000557e+01,3.719571559999999977e+02,1.222617180000000019e+02
1.599999999999999289e+01,1.920000000000000000e+02,9.200000000000000000e+01,1.325517899999999827e+02,3.544264420000000086e+02,9.777315400000000523e+01,-6.558100999999999203e+01,3.727496399999999994e+02,1.179635499999999979e+02
1.200000000000001066e+01,1.940000000000000000e+02,9.400000000000000000e+01,1.244628880000000066e+02,3.593212899999999763e+02,9.857909999999999684e+01,-7.448573399999999367e+01,3.732678379999999834e+02,1.135770239999999944e+02
8.000000000000007105e+00,1.960000000000000000e+02,9.600000000000000000e+01,1.163364540000000034e+02,3.640858719999999948e+02,9.921724799999999789e+01,-8.319592399999999088e+01,3.735143480000000409e+02,1.091133439999999979e+02
4.000000000000003553e+00,1.980000000000000000e+02,9.800000000000000000e+01,1.081797260000000023e+02,3.687153399999999692e+02,9.968998600000000465e+01,-9.170331600000000094e+01,3.734922460000000228e+02,1.045838499999999982e+02
0.000000000000000000e+00,2.000000000000000000e+02,1.000000000000000000e+02,9.999999599999999589e+01,3.732050799999999526e+02,9.999999400000000094e+01,-1.000000020000000092e+02,3.732050799999999526e+02,9.999999800000000505e+01
